y_actual,y_pred,y_prob,top_3_features
1,1,0.9925943,"['cancel_flag', 'Status_Scores', 'Renewal_Score_At_Release']"
1,1,0.67862874,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0016668718,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.00023724182,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.057845812,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0016354705,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.004750044,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.009593767,"['Status_Scores', 'Payment_Timeframe', 'Discount_Amount']"
0,0,0.00065198366,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.0019849148,"['Sustainability_Score', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0043972624,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0102608465,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.069151945,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.01859935,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0106487125,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.036886215,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0034821911,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.009806381,"['Sustainability_Score', 'Status_Scores', 'Renewal_Score_At_Release']"
0,0,0.03695524,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.00032832686,"['Total_Net_Paid', 'Tenure_Years', 'Status_Scores']"
0,0,0.030031782,"['Status_Scores', 'Connection_Group_4-9', 'Current_World_Pay_Token']"
0,0,0.00066511094,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,6.407967e-05,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.00015466644,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
1,1,0.99998343,"['Total_Net_Paid', 'Band_Band B', 'Discount_Amount']"
0,1,0.15941703,"['Total_Net_Paid', 'Sustainability_Score', 'Discount_Amount']"
0,0,0.00056595064,"['Status_Scores', 'Tenure_Years', 'Sustainability_Score']"
0,1,0.62901676,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
1,1,0.99929786,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.010028032,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.041930772,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.6806542,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.0012077304,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.08240062,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
1,1,0.9999652,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,1,0.15469812,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.029890466,"['Renewal_Score_At_Release', 'Status_Scores', 'Tenure_Years']"
0,0,0.00028108995,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.12793559,"['Status_Scores', 'Current_Anchorings', 'Current_Auto_Renewal_Flag']"
0,0,0.011612808,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
1,1,0.95026064,"['Status_Scores', 'stage_high_risk_flag', 'Payment_Timeframe']"
1,1,0.7335367,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.03210619,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0013368216,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.00294055,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.09008735,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.015210862,"['Sustainability_Score', 'Status_Scores', 'Call_attend_status_renewal']"
0,0,0.008803075,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,1,0.07889303,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.00060691446,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.02354544,"['Status_Scores', 'Tenure_Years', 'Renewal_Score_At_Release']"
0,0,0.0056780996,"['Status_Scores', 'Payment_Timeframe', 'Current_Anchorings']"
0,0,0.0035532315,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.22440007,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.00042875635,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.018545909,"['Status_Scores', 'Tenure_Years', 'Current_World_Pay_Token']"
0,1,0.05385375,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.99996734,"['Total_Net_Paid', 'Band_Band B', 'Status_Scores']"
0,1,0.46199808,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,1,0.05505781,"['Total_Net_Paid', 'Tenure_Years', 'Status_Scores']"
0,0,0.0032448731,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.001492742,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.01103499,"['Sustainability_Score', 'Status_Scores', 'Band_Band G']"
0,0,0.004119637,"['Status_Scores', 'Band_Band F', 'Total_Net_Paid']"
0,0,0.0012651097,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0014701321,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.015706016,"['Status_Scores', 'Sustainability_Score', 'Unnamed: 0']"
0,0,0.00018032761,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00086778373,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0022696392,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
1,1,0.9991798,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.0014999177,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0011598318,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.009594189,"['Tenure_Years', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.00099737,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0024959655,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
1,1,0.9300474,"['Discount_Amount', 'Status_Scores', 'Tenure_Years']"
0,0,0.022183381,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.025172066,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.00050129875,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.015104907,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00040566197,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.005742929,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
1,1,0.999997,"['Total_Net_Paid', 'Discount_Amount', 'Band_Band B']"
0,0,0.00902152,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.029737432,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
0,0,0.0039709685,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0012453153,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0036295904,"['Sustainability_Score', 'Tenure_Years', 'Status_Scores']"
0,0,0.02457306,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,1,0.8871477,"['Status_Scores', 'Total_Net_Paid', 'Discount_Amount']"
0,0,0.01198811,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,0,0.014516398,"['Status_Scores', 'Current_Anchorings', 'Renewal_Score_At_Release']"
0,0,0.010704271,"['Status_Scores', 'Payment_Timeframe', 'Renewal_Score_At_Release']"
0,0,0.0008598784,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0038754405,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00065790786,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.003177455,"['Tenure_Years', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,1,0.28952688,"['Status_Scores', 'Discount_Amount', 'Sustainability_Score']"
0,0,0.0084198145,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0016691954,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
0,1,0.53187317,"['Status_Scores', 'Discount_Amount', 'Band_Band H']"
0,1,0.24153079,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.0006121998,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.011068072,"['Tenure_Years', 'Renewal_Score_At_Release', 'Total_Net_Paid']"
0,0,0.048630785,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
1,1,0.9999566,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,1,0.80547523,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0057998067,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.009455135,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.034805246,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
1,1,0.9965712,"['Discount_Amount', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.00091648486,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.0025879424,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Current_World_Pay_Token']"
0,0,0.0042986716,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.054412715,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Total_Net_Paid']"
0,0,0.00058095955,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Connection_Group_3']"
0,0,0.010939561,"['Sustainability_Score', 'Status_Scores', 'stage_high_risk_flag']"
0,0,0.0007235362,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
1,1,0.95008904,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.013920662,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,0,0.04414361,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
1,1,0.8745631,"['Status_Scores', 'Renewal_Score_At_Release', 'Tenure_Years']"
0,0,0.012827112,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
0,1,0.6179941,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.023136964,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.93030256,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.0016035578,"['Status_Scores', 'Band_Band F', 'Sustainability_Score']"
0,0,0.0048626545,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,1,0.9104784,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.002840594,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.093884416,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0014422513,"['Sustainability_Score', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.0070568887,"['Status_Scores', 'Call_attend_status_renewal', 'Total_Net_Paid']"
0,0,0.010601679,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,1,0.8000815,"['Status_Scores', 'Discount_Amount', 'Renewal_Score_At_Release']"
0,0,0.00012563702,"['Status_Scores', 'Sustainability_Score', 'Band_Band F']"
0,0,0.011352933,"['Sustainability_Score', 'Status_Scores', 'Renewal_Score_At_Release']"
0,0,0.004268127,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0042266394,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,8.700427e-05,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,1,0.4713745,"['Total_Net_Paid', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.00017327479,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.001276612,"['Status_Scores', 'Sustainability_Score', 'Call_attend_status_renewal']"
0,0,0.038932852,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9982962,"['Total_Net_Paid', 'Status_Scores', 'stage_high_risk_flag']"
0,1,0.06431848,"['Tenure_Years', 'Status_Scores', 'Payment_Timeframe']"
0,0,0.0009112726,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0053534205,"['Status_Scores', 'Payment_Timeframe', 'Sustainability_Score']"
0,0,0.020294547,"['Total_Net_Paid', 'Tenure_Years', 'Status_Scores']"
0,0,0.000115401424,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,1,0.07358445,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
0,0,0.009149499,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,1,0.6044275,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.0018941623,"['Status_Scores', 'Sustainability_Score', 'Current_World_Pay_Token']"
0,0,0.0016939499,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Renewal_Score_At_Release']"
0,0,0.0007330676,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,0,0.005546084,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0018135951,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
1,1,0.998365,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.04917088,"['Status_Scores', 'Tenure_Years', 'Current_World_Pay_Token']"
0,1,0.89379555,"['Status_Scores', 'Total_Net_Paid', 'stage_high_risk_flag']"
0,0,0.00086330343,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.028585065,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.001101777,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0006493259,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0040581366,"['Sustainability_Score', 'Status_Scores', 'Current_World_Pay_Token']"
0,0,0.010452072,"['Status_Scores', 'Total_Net_Paid', 'Renewal_Score_At_Release']"
0,0,0.00288057,"['Status_Scores', 'Connection_Group_3', 'Total_Net_Paid']"
0,0,0.000999775,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.09612974,"['Status_Scores', 'Renewal_Score_At_Release', 'Band_Band G']"
0,1,0.98846847,"['Total_Net_Paid', 'Status_Scores', 'Band_Band C1']"
0,0,0.0009536522,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.062431857,"['Status_Scores', 'Current_World_Pay_Token', 'Total_Net_Paid']"
0,0,0.00055215467,"['Status_Scores', 'Renewal_Score_At_Release', 'Sustainability_Score']"
0,0,0.009786662,"['Total_Net_Paid', 'Tenure_Years', 'Renewal_Score_At_Release']"
0,0,0.006259438,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.013011424,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.0032910176,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.011505236,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.013073602,"['Status_Scores', 'Renewal_Score_At_Release', 'Payment_Timeframe']"
1,1,0.93312925,"['Status_Scores', 'stage_high_risk_flag', 'Renewal_Score_At_Release']"
0,0,0.0006613847,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,1,0.07507058,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.002959021,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0020474254,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.020193987,"['Status_Scores', 'Current_World_Pay_Token', 'Total_Net_Paid']"
1,1,0.98989224,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.0005448431,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,2.9845261e-05,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.01345323,"['Sustainability_Score', 'Status_Scores', 'Payment_Timeframe']"
1,1,0.9866621,"['Status_Scores', 'Explicit_Competitor_Mention_renewal', 'stage_high_risk_flag']"
0,0,0.029551217,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.025900405,"['Status_Scores', 'Sustainability_Score', 'Band_Band E']"
0,0,0.010229209,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9999207,"['Total_Net_Paid', 'Discount_Amount', 'Status_Scores']"
1,1,0.99771297,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.026607461,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.003815293,"['Status_Scores', 'Tenure_Years', 'Sustainability_Score']"
0,0,0.0318418,"['Status_Scores', 'Current_World_Pay_Token', 'Auto_Renewal_Score']"
1,1,0.9954183,"['Total_Net_Paid', 'Status_Scores', 'stage_high_risk_flag']"
0,0,0.024929073,"['Tenure_Years', 'Total_Net_Paid', 'Status_Scores']"
0,0,0.00024374104,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,1,0.07359359,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.005345948,"['Status_Scores', 'Total_Net_Paid', 'Customer_Response_Risk_Low Risk']"
0,0,0.005097564,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.00532008,"['Status_Scores', 'Sustainability_Score', 'Current_Anchorings']"
0,0,0.007961693,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0015115963,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,1,0.09910333,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,1,0.11320441,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0014085639,"['Status_Scores', 'Sustainability_Score', 'Anchoring_Score']"
0,0,0.004393148,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.0020073738,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0007743931,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,0.00016261464,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0060290974,"['Status_Scores', 'Current_World_Pay_Token', 'agent_complaint_flag']"
0,0,0.0008168342,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.012447425,"['Total_Net_Paid', 'Status_Scores', 'Sustainability_Score']"
0,0,0.026731009,"['Status_Scores', 'Total_Net_Paid', 'Band_Band B']"
0,0,0.0024517577,"['Status_Scores', 'Total_Net_Paid', 'Tenure_Years']"
0,0,0.0036343185,"['Status_Scores', 'Band_Band F', 'Total_Net_Paid']"
0,0,0.00063966314,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,1,0.07251369,"['Status_Scores', 'Renewal_Score_At_Release', 'Connection_Group_10+']"
0,0,0.0006789956,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.80031574,"['Status_Scores', 'Total_Net_Paid', 'Payment_Timeframe']"
0,0,0.0008165568,"['Status_Scores', 'Tenure_Years', 'Sustainability_Score']"
0,1,0.07297543,"['Tenure_Years', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.0037274272,"['Status_Scores', 'Payment_Timeframe', 'Tenure_Years']"
1,1,0.9975063,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.014892024,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
0,0,0.01323344,"['Status_Scores', 'Customer_Response_Risk_Low Risk', 'Total_Net_Paid']"
0,0,0.014169576,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
1,1,0.9999244,"['Total_Net_Paid', 'Status_Scores', 'Band_Band B']"
0,0,0.0024372938,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.026840214,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
1,1,0.99534386,"['Total_Net_Paid', 'Status_Scores', 'Tenure_Years']"
0,0,0.00064548926,"['Status_Scores', 'Sustainability_Score', 'Customer_Response_Risk_Low Risk']"
0,1,0.102955,"['Status_Scores', 'Tenure_Years', 'Payment_Timeframe']"
1,1,0.99984133,"['Total_Net_Paid', 'Discount_Amount', 'Status_Scores']"
0,0,0.00036104544,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.008834293,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.05722718,"['Status_Scores', 'Total_Net_Paid', 'Sustainability_Score']"
0,0,0.003968442,"['Renewal_Score_At_Release', 'Tenure_Years', 'Status_Scores']"
0,0,0.0032244776,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.008557165,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.00083624484,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,1,0.09804227,"['Status_Scores', 'stage_high_risk_flag', 'Total_Net_Paid']"
0,0,0.0009437968,"['Sustainability_Score', 'Status_Scores', 'Total_Net_Paid']"
0,0,0.02315241,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0046858503,"['Status_Scores', 'Payment_Timeframe', 'Total_Net_Paid']"
0,0,0.011509798,"['Sustainability_Score', 'Status_Scores', 'Tenure_Years']"
0,0,3.17257e-05,"['Status_Scores', 'Sustainability_Score', 'Tenure_Years']"
0,0,0.046662036,"['Status_Scores', 'Total_Net_Paid', 'Current_World_Pay_Token']"
0,0,0.026016263,"['Status_Scores', 'Current_World_Pay_Token', 'stage_high_risk_flag']"
0,0,0.010334227,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,1,0.052921847,"['Status_Scores', 'Total_Net_Paid', 'Band_Band F1']"
0,0,0.020882437,"['Status_Scores', 'Sustainability_Score', 'Payment_Timeframe']"
0,0,0.010958627,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
1,1,0.9241571,"['Tenure_Years', 'Renewal_Score_At_Release', 'Sustainability_Score']"
0,0,0.0015595655,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.0037870167,"['Status_Scores', 'Sustainability_Score', 'Renewal_Score_At_Release']"
0,0,0.0073656165,"['Status_Scores', 'Sustainability_Score', 'Total_Net_Paid']"
0,0,0.03507578,"['Status_Scores', 'Tenure_Years', 'Total_Net_Paid']"
