Co_Ref,Renewal_Month,Discount_Amount,Sustainability_Score,Total_Renewal_Score_New,Last_Years_Price,Auto_Renewal_Score,Status_Scores,Anchoring_Score,Tenure_Scores,Proforma_Auto_Renewal,Proforma_World_Pay_Token,Proforma_Date,Current_Anchorings,Current_Anchor_List,Payment_Timeframe,Registration_Date,Proforma_Account_Stage,Proforma_Audit_Status,Current_Auto_Renewal_Flag,Current_World_Pay_Token,Renewal_Score_At_Release,Proforma_Membership_Status,Proforma_Approved_Lists,Tenure_Years,Band,Prospect_Renewal_Date,Closed_Date,Prospect_Status,Starting_Net,Starting_Vat,Starting_Gross,Starting_Membership_Net,Starting_Package_Net,Starting_PQQ_Net,Gross,Membership_Net,Package_Net,PQQNet,Total_Net_Paid,Prospect_Outcome,Payment_Method,Amount,Total_Amount,Connection_Group,Tenure_Group,#_of_Connection,Last_Renewal,Last_Band,Last_Total_Net_Paid,Last_Connections,Anchor_Group,Renewal_Year,DateTime_Out
NP7198,01-03-2026,0,8.0,41.5,639.0,9,9,7.5,8.0,True,True,06-01-2026,0,,,21-03-2024,Renewal Process,Renewal report sent - Awaiting information,y,y,24.5,In Progress,1.0,2.0,Band B,21-03-2026,,Attempted Contact,639,127.8,766.8,540,0,99,766.8,540.0,0.0,99,,Open,UNKNOWN,639,639.0,1,2,1.0,01-03-2025,Band B,500.0,1.0,1,2026,01-03-2026
HM9250,01-11-2025,50.00%,8.0,32.0,369.0,8,0,7.5,8.5,True,True,03-09-2025,0,,,26-11-2021,Published,Accredited,n,n,26.5,Accredited,1.0,4.0,Band B,26-11-2025,,unknown,639,127.8,766.8,540,0,99,442.8,270.0,0.0,99,,Open,UNKNOWN,639,369.0,1,4+,1.0,01-11-2024,Band B,524.0,1.0,1,2025,01-11-2025
NL1248,01-02-2026,0,9.5,41.5,,8,9,7.5,7.5,True,False,05-12-2025,0,,,24-02-2025,Published,Accredited,y,n,24.5,Accredited,1.0,1.0,Band B,24-02-2026,,Intention to Proceed,764,152.8,916.8,540,125,99,916.8,540.0,125.0,99,,Open,UNKNOWN,764,764.0,1,1,1.0,,,,,1,2026,01-02-2026
OY1874,01-03-2026,0,9.5,42.5,2424.0,9,9,7.5,7.5,True,True,06-01-2026,0,,,31-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band F1,31-03-2026,,Attempted Contact,2424,484.8,2908.8,1999,225,200,2908.8,1999.0,225.0,200,,Open,UNKNOWN,2424,2424.0,1,1,1.0,,,,,1,2026,01-03-2026
XK0608,01-04-2026,0,8.0,42.0,1719.0,9,8,7.5,9.5,True,True,11-02-2026,0,,,20-04-2016,Renewal Process,Final reminder - Renewal additional info,y,y,25.5,In Progress,1.0,10.0,Band E,20-04-2026,,Renewal Proforma Sent,1719,343.8,2062.8,1444,140,135,2062.8,1444.0,140.0,135,,Open,UNKNOWN,1719,1719.0,1,4+,1.0,01-04-2025,Band E,1469.0,2.0,1,2026,01-04-2026
CS3348,01-05-2026,0,8.0,40.0,639.0,9,8,7.5,7.5,True,True,06-03-2026,0,,,28-05-2025,Membership Only,Failed- Initial additional info not received,y,y,21.5,Member Only,1.0,1.0,Band B,28-05-2026,,Renewal Proforma Sent,639,127.8,766.8,540,0,99,766.8,540.0,0.0,99,,Open,UNKNOWN,639,639.0,1,1,1.0,,,,,1,2026,01-05-2026
CT7699,01-05-2026,0,8.0,40.0,1349.0,8,7,7.5,9.5,True,False,10-03-2026,0,,,08-05-2013,Membership Only,Failed- Renewal Questionnaire not received,y,n,24.0,Member Only,1.0,13.0,Band D,08-05-2026,,Renewal Proforma Sent,1349,269.8,1618.8,1214,0,135,1618.8,1214.0,0.0,135,,Open,UNKNOWN,1349,1349.0,1,4+,1.0,01-05-2025,Band D,1159.0,0.0,1,2026,01-05-2026
KA9827,01-04-2026,0,9.5,41.5,1489.0,8,9,7.5,7.5,True,False,10-02-2026,0,,,30-04-2025,Published,Accredited,y,n,24.5,Accredited,1.0,1.0,Band D,30-04-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,1,1,1.0,,,,,1,2026,01-04-2026
MW7011,01-03-2026,0,9.0,41.0,1174.0,9,8,7.5,7.5,True,True,06-01-2026,0,,,25-03-2025,Vetting,Initial Questionnaire Received,y,y,23.0,In Progress,1.0,1.0,Band C1,25-03-2026,,Potential Lost Account,1174,234.8,1408.8,864,175,135,1408.8,864.0,175.0,135,,Open,UNKNOWN,1174,1174.0,1,1,1.0,,,,,1,2026,01-03-2026
NH9940,01-03-2026,0,9.5,43.0,1239.0,9,9,7.5,8.0,True,True,06-01-2026,0,,,14-03-2024,Published,Accredited,y,y,26.0,Accredited,1.0,2.0,Band C2,14-03-2026,,Attempted Contact,1239,247.8,1486.8,964,140,135,1486.8,964.0,140.0,135,,Open,UNKNOWN,1239,1239.0,1,2,1.0,01-03-2025,Band C1,644.6,0.0,1,2026,01-03-2026
VV2650,01-05-2026,0,9.5,44.5,2389.0,9,9,7.5,9.5,True,True,09-03-2026,0,,,30-05-2019,Published,Accredited,y,y,27.0,Accredited,1.0,7.0,Band F1,30-05-2026,,Renewal Proforma Sent,2389,477.8,2866.8,1999,190,200,2866.8,1999.0,190.0,200,,Open,UNKNOWN,2389,2389.0,1,4+,1.0,01-05-2025,Band F1,2009.0,0.0,1,2026,01-05-2026
LV7997,01-11-2025,40.00%,8.0,31.0,498.0,8,0,7.5,7.5,True,True,03-09-2025,0,,,29-11-2024,Published,Accredited,n,n,24.5,Accredited,1.0,1.0,Band B,29-11-2025,,Renewal Proforma Sent,764,152.8,916.8,540,125,99,597.6,324.0,75.0,99,,Open,UNKNOWN,764,498.0,1,1,1.0,,,,,1,2025,01-11-2025
UZ0106,01-02-2026,0,9.0,42.5,,8,9,7.5,9.0,True,False,08-12-2025,0,,,24-06-2020,Published,Accredited,y,n,26.5,Accredited,1.0,6.0,Band B,21-02-2026,,Potential Lost Account,639,127.8,766.8,540,0,99,694.8,480.0,0.0,99,,Open,UNKNOWN,639,579.0,1,4+,1.0,,,,,1,2026,01-02-2026
SO6692,01-02-2026,40.00%,8.0,38.0,,8,7,7.5,7.5,True,True,05-12-2025,0,,,04-02-2025,Membership Only,Failed- Initial Questionnaire not received,n,n,21.5,Member Only,1.0,1.0,Band B,04-02-2026,,Contact Made Deciding,764,152.8,916.8,540,125,99,507.6,324.0,0.0,99,,Open,UNKNOWN,764,423.0,1,1,1.0,,,,,1,2026,01-02-2026
XT0641,01-11-2025,50.00%,8.0,31.0,419.0,8,0,7.5,7.5,True,True,03-09-2025,0,,,11-11-2024,Membership Only,Failed- Initial Questionnaire not received,n,n,21.5,Member Only,1.0,1.0,Band B,11-11-2025,,Contact Made,739,147.8,886.8,540,100,99,502.8,270.0,50.0,99,,Open,UNKNOWN,739,419.0,1,1,1.0,,,,,1,2025,01-11-2025
EI5194,01-10-2025,35.00%,8.0,33.0,1499.35,8,0,7.5,9.5,True,False,11-08-2025,0,,,28-10-2011,Published,Accredited,y,n,27.0,Accredited,1.0,14.0,Band F1,28-10-2025,,Renewal Proforma Sent,2199,439.8,2638.8,1999,0,200,1799.22,1299.35,0.0,200,,Open,UNKNOWN,2199,1499.35,1,4+,1.0,01-10-2024,Band F1,1849.0,8.0,1,2025,01-10-2025
KU0370,01-04-2026,0,9.5,44.5,2199.0,9,9,7.5,9.5,True,True,11-02-2026,0,,,21-04-2016,Published,Accredited,y,y,27.0,Accredited,1.0,10.0,Band F1,21-04-2026,,Renewal Proforma Sent,2199,439.8,2638.8,1999,0,200,2638.8,1999.0,0.0,200,,Open,UNKNOWN,2199,2199.0,1,4+,1.0,01-04-2025,Band F1,1849.0,0.0,1,2026,01-04-2026
YC6356,01-04-2026,0,9.5,42.5,2424.0,9,9,7.5,7.5,True,True,10-02-2026,0,,,04-04-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band F1,04-04-2026,,Renewal Proforma Sent,2424,484.8,2908.8,1999,225,200,2908.8,1999.0,225.0,200,,Open,UNKNOWN,2424,2424.0,1,1,1.0,,,,,1,2026,01-04-2026
ZY2503,01-03-2026,0,8.0,44.5,1579.0,9,9,9.5,9.0,True,True,07-01-2026,3,"OUTCO Limited, Ballymore Asset Management Ltd, Premier Technical Services Group Ltd",,19-03-2020,Published,Accredited,y,y,26.5,Accredited,1.0,6.0,Band E,19-03-2026,,Attempted Contact,1579,315.8,1894.8,1444,0,135,1894.8,1444.0,0.0,135,,Open,UNKNOWN,1579,1579.0,1,4+,1.0,01-03-2025,Band E,1349.0,0.0,1,2026,01-03-2026
NI5606,01-04-2026,0,9.5,46.5,1349.0,9,9,9.5,9.5,True,True,11-02-2026,3,"Mitie, Dalkia Ltd, Premier Technical Services Group Ltd",,16-04-2010,Published,Accredited,y,y,27.0,Accredited,1.0,16.0,Band D,16-04-2026,,Renewal Proforma Sent,1349,269.8,1618.8,1214,0,135,1618.8,1214.0,0.0,135,,Open,UNKNOWN,1349,1349.0,1,4+,1.0,01-04-2025,Band D,1159.0,2.0,1,2026,01-04-2026
DA2925,01-03-2026,0,8.0,43.0,1524.0,9,9,9.5,7.5,True,True,06-01-2026,3,"CBRE, JLL, OCS Group UK Limited",,17-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band D,17-03-2026,,Attempted Contact,1524,304.8,1828.8,1214,175,135,1828.8,1214.0,175.0,135,,Open,UNKNOWN,1524,1524.0,1,1,1.0,,,,,1,2026,01-03-2026
FW9710,01-03-2026,0,9.0,44.5,999.0,8,9,9.0,9.5,True,False,07-01-2026,2,"Peabody Trust, Gerald Eve LLP",,18-03-2019,Published,Accredited,y,n,27.0,Accredited,1.0,7.0,Band C1,18-03-2026,,Intention to Proceed,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-03-2025,Band C1,799.0,1.0,1,2026,01-03-2026
PE4148,01-03-2026,0,9.5,45.0,999.0,9,9,9.0,8.5,True,True,07-01-2026,2,"Mitie, OCS Group UK Limited",,24-03-2022,Published,Accredited,y,y,26.5,Accredited,1.0,4.0,Band C1,24-03-2026,,Attempted Contact,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-03-2025,Band C1,799.0,1.0,1,2026,01-03-2026
IP9297,01-04-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Brenntag UK Limited, Compleat Food Group",,02-04-2008,Published,Accredited,y,y,27.0,Accredited,1.0,18.0,Band C1,03-04-2026,,Attempted Contact,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-04-2025,Band C1,799.0,1.0,1,2026,01-04-2026
WA8113,01-05-2026,0,8.0,42.5,999.0,9,7,9.0,9.5,True,True,10-03-2026,2,"SHW Partnership LLP, P J Harte Ltd",,31-05-2015,Membership Only,Failed- Renewal Questionnaire not received,y,y,24.0,Member Only,1.0,11.0,Band C1,06-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-05-2025,Band C1,799.0,3.0,1,2026,01-05-2026
YA1343,01-03-2026,0,8.0,44.5,999.0,9,9,9.0,9.5,True,True,09-01-2026,2,"Workman LLP, Openview Security Solutions Ltd",,26-03-2014,Published,Accredited,y,y,27.0,Accredited,1.0,12.0,Band C1,26-03-2026,,Attempted Contact,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-03-2025,Band C1,799.0,1.0,1,2026,01-03-2026
DF0235,01-03-2026,0,8.0,43.0,999.0,8,9,9.0,9.0,True,False,07-01-2026,2,"Mecsia Group Limited, Liverpool ONE",,15-03-2021,Published,Accredited,y,n,26.5,Accredited,1.0,5.0,Band C1,21-03-2026,,Intention to Proceed,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-03-2025,Band C1,799.0,1.0,1,2026,01-03-2026
WK5189,01-03-2026,0,9.5,44.0,999.0,9,9,9.0,7.5,True,True,06-01-2026,2,"The North British Distillery Company Ltd, Mecsia Group Limited",,19-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band C1,19-03-2026,,Intention to Proceed,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,1,1.0,,,,,1,2026,01-03-2026
XS8891,01-04-2026,0,8.0,41.5,999.0,8,9,9.0,7.5,True,False,10-02-2026,2,"SHW Partnership LLP, Lambert Smith Hampton Residential",,09-04-2025,Published,Accredited,y,n,24.5,Accredited,1.0,1.0,Band C1,09-04-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,1,1.0,,,,,1,2026,01-04-2026
XV7276,01-03-2026,0,9.0,43.5,999.0,9,9,9.0,7.5,True,True,06-01-2026,2,"Piggott & Whitfield Ltd, Briggs & Forrester Living Limited",,25-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band C1,25-03-2026,,Intention to Proceed,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,1,1.0,,,,,1,2026,01-03-2026
FD8851,01-05-2026,0,9.5,45.0,999.0,8,9,9.0,9.5,True,False,10-03-2026,2,"Bellrock Group, SHW Partnership LLP",,08-04-2014,Published,Accredited,y,n,27.0,Accredited,1.0,12.0,Band C1,08-05-2026,,Renewal Proforma Sent,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,4+,1.0,01-05-2025,Band C1,799.0,1.0,1,2026,01-05-2026
IS8553,01-03-2026,0,9.5,44.0,999.0,9,9,9.0,7.5,True,True,06-01-2026,2,"Premier Technical Services Group Ltd, Briggs & Forrester Engineering Services",,31-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band C1,31-03-2026,,Attempted Contact,999,199.8,1198.8,864,0,135,1198.8,864.0,0.0,135,,Open,UNKNOWN,999,999.0,1,1,1.0,,,,,1,2026,01-03-2026
TF0568,01-04-2026,0,8.0,42.0,1174.0,8,9,9.0,8.0,True,False,10-02-2026,2,"Trane UK Limited, Workplace Future Group Limited",,17-04-2024,Published,Accredited,y,n,26.0,Accredited,1.0,2.0,Band C1,17-04-2026,,Renewal Proforma Sent,1174,234.8,1408.8,864,175,135,1408.8,864.0,175.0,135,,Open,UNKNOWN,1174,1174.0,1,2,1.0,01-04-2025,Band C1,786.2,1.0,1,2026,01-04-2026
UU4505,01-03-2026,0,9.5,44.0,1174.0,9,9,9.0,7.5,True,True,06-01-2026,2,"Mitie, Dalkia Ltd",,24-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band C1,24-03-2026,,Contact Made,1174,234.8,1408.8,864,175,135,1408.8,864.0,175.0,135,,Open,UNKNOWN,1174,1174.0,1,1,1.0,,,,,1,2026,01-03-2026
WM1485,01-03-2026,0,9.5,44.5,1139.0,9,9,9.0,8.0,True,True,07-01-2026,2,"OCS Group UK Limited, Mecsia Group Limited",,18-03-2024,Published,Accredited,y,y,26.0,Accredited,1.0,2.0,Band C1,18-03-2026,,Intention to Proceed,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,1,2,1.0,01-03-2025,Band C1,919.0,1.0,1,2026,01-03-2026
ZS4343,01-05-2026,0,9.5,46.0,1139.0,9,9,9.0,9.5,True,True,10-03-2026,2,"United Infrastructure Group, SHW Partnership LLP",,06-05-2011,Published,Accredited,y,y,27.0,Accredited,1.0,15.0,Band C1,06-05-2026,,Renewal Proforma Sent,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,1,4+,1.0,01-05-2025,Band C2,1069.0,1.0,1,2026,01-05-2026
AL8141,01-03-2026,0,9.0,42.5,1139.0,8,9,9.0,7.5,True,False,06-01-2026,2,"Knight Frank LLP, Lee Baron",,11-03-2025,Published,Accredited,y,n,24.5,Accredited,1.0,1.0,Band C1,11-03-2026,,Contact Made Deciding,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,1,1,1.0,,,,,1,2026,01-03-2026
BF8788,01-03-2026,0,9.5,46.0,1139.0,9,9,9.0,9.5,True,True,07-01-2026,2,"Mitie, OCS Group UK Limited",,18-03-2019,Published,Accredited,y,y,27.0,Accredited,1.0,7.0,Band C1,18-03-2026,,Attempted Contact,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,1,4+,1.0,01-03-2025,Band C1,919.0,1.0,1,2026,01-03-2026
CX9004,01-05-2026,0,8.0,42.5,1174.0,9,9,9.0,7.5,True,True,06-03-2026,2,"FirstPort, SHW Partnership LLP",,01-05-2025,Renewal Process,Renewal Questionnaire Sent,y,y,24.5,Accredited,1.0,1.0,Band C1,01-05-2026,,Renewal Proforma Sent,1174,234.8,1408.8,864,175,135,1408.8,864.0,175.0,135,,Open,UNKNOWN,1174,1174.0,1,1,1.0,,,,,1,2026,01-05-2026
UA5189,01-03-2026,0,9.5,44.0,1139.0,9,9,9.0,7.5,True,True,06-01-2026,2,"Bellrock Group, Knight Frank LLP",,19-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band C1,19-03-2026,,Attempted Contact,1139,227.8,1366.8,864,140,135,1366.8,864.0,140.0,135,,Open,UNKNOWN,1139,1139.0,1,1,1.0,,,,,1,2026,01-03-2026
HA7845,01-05-2026,0,9.5,45.0,1099.0,8,9,9.0,9.5,True,False,10-03-2026,2,"Rendall & Rittner, SHW Partnership LLP",,19-05-2014,Published,Accredited,y,n,27.0,Accredited,1.0,12.0,Band C2,22-05-2026,,Renewal Proforma Sent,1099,219.8,1318.8,964,0,135,1318.8,964.0,0.0,135,,Open,UNKNOWN,1099,1099.0,1,4+,1.0,01-05-2025,Band C2,949.0,2.0,1,2026,01-05-2026
CT0435,01-01-2026,40.00%,8.0,33.0,,8,0,9.0,8.0,True,True,10-11-2025,2,"JFM Block & Estate Management, BGEN",,24-01-2024,Membership Only,Failed- Renewal Questionnaire not received,n,n,23.0,Member Only,1.0,2.0,Band C2,24-01-2026,,Contact Made,1239,247.8,1486.8,964,140,135,856.08,578.4,0.0,135,,Open,UNKNOWN,1239,713.4,1,2,1.0,01-01-2025,Band C2,1069.0,2.0,1,2026,01-01-2026
PJ1574,01-02-2026,20.00%,8.0,41.5,,8,8,9.0,8.5,False,False,08-12-2025,2,"Bidwells LLP, Otis Ltd",,01-02-2023,Renewal Process,Renewal Questionnaire Received,y,n,24.5,In Progress,1.0,3.0,Band C1,01-02-2026,,Contact Made Deciding,1174,234.8,1408.8,864,175,135,1159.44,691.2,140.0,135,,Open,UNKNOWN,1174,966.2,1,3,1.0,01-02-2025,Band C1,949.0,1.0,1,2026,01-02-2026
QC8243,01-03-2026,0,9.0,43.5,1274.0,8,9,9.0,8.5,True,False,06-01-2026,2,"Lee Baron, Comfort Service & Maintenance Limited",,13-03-2023,Published,Accredited,y,n,26.0,Accredited,1.0,3.0,Band C2,13-03-2026,,Payment En Route,1274,254.8,1528.8,964,175,135,1528.8,964.0,175.0,135,,Open,UNKNOWN,1274,1274.0,1,3,1.0,01-03-2025,Band C2,1099.0,1.0,1,2026,01-03-2026
TN2233,01-03-2026,0,9.5,46.0,1349.0,9,9,9.0,9.5,True,True,07-01-2026,2,"Knight Frank LLP, Gatwick Airport",,15-03-2018,Published,Accredited,y,y,27.0,Accredited,1.0,8.0,Band D,15-03-2026,,Intention to Proceed,1349,269.8,1618.8,1214,0,135,1618.8,1214.0,0.0,135,,Open,UNKNOWN,1349,1349.0,1,4+,1.0,01-03-2025,Band D,1159.0,1.0,1,2026,01-03-2026
ZX9644,01-03-2026,0,8.0,43.5,1349.0,9,9,9.0,8.5,True,True,07-01-2026,2,"CBRE, OCS Group UK Limited",,11-03-2022,Published,Accredited,y,y,26.5,Accredited,1.0,4.0,Band D,11-03-2026,,Contact Made,1349,0.0,1349.0,1214,0,135,1349.0,1214.0,0.0,135,,Open,UNKNOWN,1349,1349.0,1,4+,1.0,01-03-2025,Band C2,949.0,1.0,1,2026,01-03-2026
KO8606,01-03-2026,0,9.0,44.5,1274.0,9,9,9.0,8.5,True,True,09-01-2026,2,"City Facilities Management Holding (UK) Limited, Space Engineering Services",,22-03-2023,Published,Accredited,y,y,26.0,Accredited,1.0,3.0,Band C2,22-03-2026,,Contact Made,1274,254.8,1528.8,964,175,135,1528.8,964.0,175.0,135,,Open,UNKNOWN,1274,1274.0,1,3,1.0,01-03-2025,Band C2,1099.0,1.0,1,2026,01-03-2026
SL6851,01-04-2026,0,8.0,40.5,1349.0,8,7,9.0,8.5,True,False,11-02-2026,2,"CBRE, Spirit AeroSystems",,21-04-2022,Membership Only,Failed- Initial additional info not received,y,n,23.5,Member Only,1.0,4.0,Band D,21-04-2026,,Attempted Contact,1349,0.0,1349.0,1214,0,135,1349.0,1214.0,0.0,135,,Open,UNKNOWN,1349,1349.0,1,4+,1.0,01-04-2025,Band D,1159.0,1.0,1,2026,01-04-2026
AC5722,01-03-2026,0,8.0,41.5,1719.0,8,7,9.0,9.5,True,False,07-01-2026,2,"Serco Group Plc, Premier Technical Services Group Ltd",,12-03-2018,Membership Only,Failed- Renewal Questionnaire not received,y,n,24.0,Member Only,1.0,8.0,Band E,12-03-2026,,Intention to Proceed,1719,343.8,2062.8,1444,140,135,2062.8,1444.0,140.0,135,,Open,UNKNOWN,1719,1719.0,1,4+,1.0,01-03-2025,Band E,1469.0,2.0,1,2026,01-03-2026
IZ9544,01-03-2026,0,8.0,41.5,1579.0,8,7,9.0,9.5,True,False,09-01-2026,2,"Digital Realty (UK) Limited, Bridgstone",,22-03-2018,Membership Only,Failed- Renewal Questionnaire not received,y,n,24.0,Member Only,1.0,8.0,Band E,22-03-2026,,Attempted Contact,1579,0.0,1579.0,1444,0,135,1579.0,1444.0,0.0,135,,Open,UNKNOWN,1579,1579.0,1,4+,1.0,01-03-2025,Band E,1349.0,4.0,1,2026,01-03-2026
KE4634,01-01-2026,30.00%,8.0,41.5,,8,9,9.0,7.5,True,True,10-11-2025,2,"CBRE, Mecsia Group Limited",,29-01-2025,Published,Accredited,n,n,24.5,Accredited,1.0,1.0,Band C1,29-01-2026,,Contact Made Deciding,999,199.8,1198.8,864,0,135,887.76,604.8,0.0,135,,Open,UNKNOWN,999,739.8,1,1,1.0,,,,,1,2026,01-01-2026
GA3697,01-04-2026,0,9.5,46.0,1099.0,9,9,9.0,9.5,True,True,11-02-2026,2,"Bellrock Group, Briggs & Forrester Living Limited",,21-04-2015,Renewal Process,Renewal Questionnaire Received,y,y,27.0,Accredited,1.0,11.0,Band C2,21-04-2026,,Renewal Proforma Sent,1099,219.8,1318.8,964,0,135,1318.8,964.0,0.0,135,,Open,UNKNOWN,1099,1099.0,1,4+,1.0,01-04-2025,Band C2,949.0,1.0,1,2026,01-04-2026
LB1513,01-03-2026,0,9.5,44.0,1489.0,9,9,9.0,7.5,True,True,06-01-2026,2,"Travis Perkins, Bridgestone Europe",,31-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band D,31-03-2026,,Renewal Proforma Sent,1489,297.8,1786.8,1214,140,135,1786.8,1214.0,140.0,135,,Open,UNKNOWN,1489,1489.0,1,1,1.0,,,,,1,2026,01-03-2026
SI2971,01-04-2026,0,9.5,46.0,1239.0,9,9,9.0,9.5,True,True,11-02-2026,2,"CBRE, JLL",,10-04-2017,Published,Accredited,y,y,27.0,Accredited,1.0,9.0,Band C2,10-04-2026,,Attempted Contact,1239,247.8,1486.8,964,140,135,1486.8,964.0,140.0,135,,Open,UNKNOWN,1239,1239.0,1,4+,1.0,01-04-2025,Band C2,1069.0,6.0,1,2026,01-04-2026
AM7620,01-04-2026,0,8.0,44.0,739.0,9,9,9.0,9.0,True,True,11-02-2026,2,"Westerleigh Group Limited, The Co-operative",,07-04-2021,Published,Accredited,y,y,26.5,Accredited,1.0,5.0,Band B,07-04-2026,,Renewal Proforma Sent,739,147.8,886.8,540,100,99,886.8,540.0,100.0,99,,Open,UNKNOWN,739,739.0,1,4+,1.0,01-04-2025,Band B,684.0,1.0,1,2026,01-04-2026
NQ6652,01-04-2026,0,8.0,41.5,739.0,8,9,9.0,7.5,True,False,10-02-2026,2,"Helix Property Advisors, Gerald Eve LLP",,23-04-2025,Published,Accredited,y,n,24.5,Accredited,1.0,1.0,Band B,23-04-2026,,Renewal Proforma Sent,739,147.8,886.8,540,100,99,886.8,540.0,100.0,99,,Open,UNKNOWN,739,739.0,1,1,1.0,,,,,1,2026,01-04-2026
QO9542,01-05-2026,0,9.5,43.0,739.0,9,8,9.0,7.5,True,True,06-03-2026,2,"SHW Partnership LLP, Campions Group Limited",,16-05-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band B,16-05-2026,,Renewal Proforma Sent,739,147.8,886.8,540,100,99,886.8,540.0,100.0,99,,Open,UNKNOWN,739,739.0,1,1,1.0,,,,,1,2026,01-05-2026
QZ4864,01-05-2026,0,8.0,41.0,739.0,9,7,9.0,8.0,True,True,06-03-2026,2,"CBRE, SHW Partnership LLP",,28-05-2024,Membership Only,Failed- Renewal Additional Information Not Received,y,y,23.0,Member Only,1.0,2.0,Band B,28-05-2026,,Renewal Proforma Sent,739,147.8,886.8,540,100,99,886.8,540.0,100.0,99,,Open,UNKNOWN,739,739.0,1,2,1.0,01-05-2025,Band B,684.0,1.0,1,2026,01-05-2026
OQ9619,01-03-2026,0,8.0,41.5,639.0,8,7,9.0,9.5,False,False,07-01-2026,2,"SHW Partnership LLP, RMG Property Management",,26-03-2019,Membership Only,Failed- Initial additional info not received,y,n,24.0,Member Only,1.0,7.0,Band B,26-03-2026,,Intention to Proceed,639,127.8,766.8,540,0,99,766.8,540.0,0.0,99,,Open,UNKNOWN,639,639.0,1,4+,1.0,01-03-2025,Band B,599.0,1.0,1,2026,01-03-2026
RG5227,01-02-2026,0,8.0,42.0,,8,8,9.0,9.0,True,False,08-12-2025,2,"Mitie, SHW Partnership LLP",,18-02-2020,Renewal Process,Renewal Questionnaire Received,y,n,25.0,In Progress,1.0,6.0,Band B,18-02-2026,,Intention to Proceed,639,127.8,766.8,540,0,99,712.8,495.0,0.0,99,,Open,UNKNOWN,639,594.0,1,4+,1.0,01-02-2025,Band B,599.0,0.0,1,2026,01-02-2026
SO2890,01-03-2026,0,9.0,43.5,739.0,9,9,9.0,7.5,True,True,06-01-2026,2,"FirstPort, Openview Security Solutions Ltd",,20-03-2025,Published,Accredited,y,y,24.5,Accredited,1.0,1.0,Band B,20-03-2026,,Attempted Contact,739,147.8,886.8,540,100,99,886.8,540.0,100.0,99,,Open,UNKNOWN,739,739.0,1,1,1.0,,,,,1,2026,01-03-2026
XD6841,01-01-2026,20.00%,8.0,41.5,,8,9,9.0,7.5,True,False,10-11-2025,2,"Bidwells LLP, Lambert Smith Hampton Residential",,13-01-2025,Published,Accredited,y,n,24.5,Accredited,1.0,1.0,Band B,13-01-2026,,Intention to Proceed,764,152.8,916.8,540,125,99,637.2,432.0,0.0,99,,Open,UNKNOWN,764,531.0,1,1,1.0,,,,,1,2026,01-01-2026
